id,brand,title,description,price,cluster_id,pricecurrency,page_url
2954,,Giselle Bedding Queen Size 34cm Thick Foam Mattress,"Euro Top Mattress - 34cm thick Pamper you and your partner with Giselle Bedding's Premier Series Euro Top mattress that will give you a soothing sleep night after night. All you wanted is to sleep through the night and wake up refreshed in the morning. This is the mattress that is made for that. The lavish construction addresses all elements that will offer you a comfortable and luxurious experience - Euro top padding, high density foam and independent coil system. A mattress that is made with cutting edge technology to make sure everyone who sleeps on it will benefits from it. An absolute five star luxury providing you with an undisturbed sleep all night long. Features * Giselle Bedding - Premier Series * Plush Euro Top padding * Medium firmness * 34cm thick mattress * 5 zoned pocket springs - Different level of support * Independent coil system - Excellent support and sublime comfort * 6 working turn coil system * High density foam * Hypo - allergic material * Luxury knitted jacquard fabric * Side handles for positioning Specifications * Size: Queen * Number of coils: 768 * Firmness: 6.0/ Medium Firm * Thickness: 34cm * Dimension: 203 x 153 x 34cm Package Contents 1 x Euro Top Mattress",365.02,1666,,
2955,Shoptronics,Audio-Technica ATH-M50xWH Professional Studio Monitor Headphones - White,,149.99,1667,,
2956,,Kingston HyperX Fury Refresh 16GB DDR4 3200MHz CL16,Kingston HyperX Fury Refresh 16GB DDR4 3200MHz CL16,73.00,1668,,
2957,,"Brother originál ink LC-225XLY, yellow, 1200str., Brother MFC-J4420DW, MFC-J4620DW LC225XLY",,17.23,1669,,
2958,,RAP-B-201U-A - RAM Composite Short Double Socket Arm for 1Balls,RAP-B-201U-A - RAM Composite Short Double Socket Arm for 1Balls,15.95,1670,,
2959,LOGITECH,LOGITECH C270 3MP 1280 X 720PIXELS USB 2.0 BLACK WEBCAM,,,1671,,
2960,,"RAM® Rail Clamp Ball Base for 1.25"" - 1.875"" Rails","Clamp Dimensions: 1.25"" to 1.875""Powder Coated Marine Grade AluminumC Size 1.5"" Rubber Ball",47,1672,,
2961,,SANDISK - Ultra Dual Drive m3.0 16GB,SANDISK Ultra Dual Drive m3.0 16GB (SDDD3-016G-G46) - Minnesstorlek: 16GB - Typ: USB 2.0,175.00,1673,,
2962,,Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset,Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset,1.2844E2,1674,,
2963,,126cm Multi Level Cat Scratching Tree,"Cat Scratch Tree 1.26M Grey Your ever active cat needs a place to let it be itself. And the Cat Scratch Tree is just the perfect thing to cater to your feline friend's natural instincts.Designed with steps for more cat-exercise, the 1m tall Scratch Tree features four platforms of various heights to allow your pet to jump, hop, skip, scratch, rest and nap to its heart's content. And as for its claws maintenance, the fully wrapped 9.0cm thick sisal covered poles are ideal for your pet to practice her daily regime of keeping its claws in good shape. Besides, it also helps to keep your pet off your expensive furniture too.Made from E1 standard board and natural sisal, the entire unit is both pet and eco-friendly with durable and long lasting qualities. Best of all, the Scratch Tree with Steps is upholstered with a plush velvety surface for extra comfort and style.Your feline companion may have nine lives, but it should also be able to live to its fullest measure time and again. Get your Cat Scratch Tree with Steps today.Features* Unique condo design* 126cm tall cat tree * Fully-wrapped sisal post* Plush covering* 9cm extra thick solid post* Eco-friendly sisal* E1 standard board* Eco-friendly resins* Simple assemblySpecifications* Material: E1 standard board* Sisal: Non-toxic* Colour: Grey* Overall dimensions: 126 x 50 x 50cmPackage Contents1 x Cat Tree1 x Assembly Kit1 x Assembly Manual",159.00,1675,,
2964,Logitech,Logitech Logitech Stereo Headset H151 3.5mm Aux TRRS,,19.95,1676,,
2965,,"Cartus cerneala Epson T8651, capacitate 10000 pagini","Cartus cerneala Epson T8651, capacitate 10000 pagini, pentru Workforce WP-M5190DW, Workforce M5690DWF",550.4202,1677,,
2966,,Cap New Era NFL 9Fifty Dallas Cowboys Cap,,3.99E1,1678,,
2967,,Ram Mount Tough-Claw with 1 Rubber Ball - S,"Ram Mount Small Tough-Claw with 1 Rubber BallThe RAM® Tough-Claw™ is the perfect mounting base for quick and easy tool-less installation and removal on round and square bars and rails. The Tough-Claw™ can be clamped on rails from 16mm to 38mm outer diameter. Ideal for mounting tablets, action cameras, smartphones, rod holders for rod storage and much more in a wide variety of applications. Perfectly suited for mounting on the yoke of an aircraft, handlebars and seat posts of bicycles, kayak rails, roll bars and much more, the RAM® Tough-Claw™ will soon become another essential RAM® component in your collection of mounting options.Clamping Dimensions:16mm - 38mm diameterDetails:High strength glass filled nylon construction with corrosion resistant stainless steel hardwareRubber pads provide stable, even gripping and protection of mounting surfaceClamp jaw is configured for round, flat and odd shapesQuick engage and release of clawLifetime Warranty!Made in U.S.A. Marine Grade Stainless Steel Components & High Strength Composite1"" Rubber Ball ""B"" Size ",4.299E1,1679,,
2968,,Blackmagic Design ATEM 2 M/E Production Studio 4K,"ATEM 2 M/E Production Studio 4KWorld’s most advanced live production switcher with 20 6G-SDI inputs, DVE, SuperSource and much more!","4 185,43 €",1680,,
2969,,Unifi AP AC PRO 5 Pack no PoE incl.,"The UniFi AC Pro AP features the Wi-Fi 802.11AC, 3x3 MIMO technology in a refined industrial design and is ideal for deployment of maximum-performance wireless networks",982.99,1681,,
2970,,Manfrotto Befree Advanced Twist Tripod,"Manfrotto’s Befree advanced Twist aluminium travel tripod and ball head kit is the ideal solution for advanced hobbyist photographers who always want maximum performance, including when they’re travelling. Its ergonomic design makes operating the Manfrotto Befree advanced intuitive and fast, enabling even the most demanding photographers to set their equipment up quickly and easily so their focus stays on catching the desired shot.Befree advanced features a new spider developed to ensure perfect stability on all types of terrain, including the most uneven, always keeping the camera completely steady and ready to capture sharp images. This model introduces a new locking system called the M-lock, the new twist lock developed by Manfrotto to fully satisfy everyone looking for a fast, easy to use, compact solution. Moreover, the M-Lock has no protruding parts and its mechanism closes perfectly around the head, enabling the Befree advanced can slip into and out of its storage pocket effortlessly. Maximum Standing Height: 1500mmMinimum Standing Height: 400mmCollapsed Height: 400mmTripod Weight: 1.49kgMaximum Weight Load: 8kg",479.99,1682,,
2971,,"65\"" X80H 4K LED 2020 Television","Vivid, colourful pictures with sound that surrounds you. See how real entertainment becomes when you combine the colour, contrast and clarity of 4K with immersive multidimensional sound, all framed in a luxurious design.",2999.00,1683,,
2972,everydrop,everydrop® Refrigerator Water Filter 1 - EDR1RXD1 (Pack of 1),"Certified to reduce 99% of lead as well as other potentially harmful contaminants, everydrop® filters offer convenient, filtered water for you and your family. For the cleanest water, replace your everydrop® filter every 6 months (or 200 gallons). everydrop® Ice & Water Refrigerator Filter 1 replaces W10295370A",49.99,1684,,
2973,,Switch Cisco WS-C2960X-24TS-L,"(PROMO FT) Catalyst 2960-X 24 GigE, 4 x 1G SFP, LAN Base (serviço CON-SMBS-WSC296XT ou superior é recomendado para esse item) DESCRIÇÃO Cisco® Catalyst® 2960-X Series Switches are fixed-configuration, stackable Gigabit Ethernet switches that provide enterprise-class access for campus and branch applications - Device Type: Switch - 24 ports - managed. - Enclosure Type: Rackmount. - Ports: 24 x 10/100/100. - Performance: Switching capacity: 100 Gbps - Forwarding performance: 68.5 Mpps. - Features: Gigabit Small Form-Factor Pluggable (SFP), FlexStack Plus for stacking of up to 8 switches with 80 Gbps of stack throughput (optional), Cisco EnergyWise, Cisco Auto QoS, Quality of Service (QoS), Cisco Smart Install, Cisco Auto SmartPorts,Cisco Smart Troubleshooting, Dynamic Host Configuration Protocol (DHCP), Autonegotiation, Dynamic Trunking Protocol (DTP), Port Aggregation Protocol (PAgP), Link Aggregation Control Protocol (LACP), Automatic media-dependent interface crossover (MDIX), Unidirectional Link Detection Protocol (UDLD), Switching Database Manager (SDM), Local Proxy Address Resolution Protocol (ARP), Smart Multicast, with Cisco FlexStack-Plus technology, Internet Group Management Protocol (IGMP), Multicast VLAN Registration (MVR), Per-port broadcast, multicast, and unicast storm control, Voice VLAN, Cisco VLAN Trunking Protocol (VTP), Remote Switch Port Analyzer (RSPAN), Layer 2 trace route, Trivial File Transfer Protocol (TFTP), Network Timing Protocol (NTP).",16758,1685,,
2974,,TAG Heuer Carrera WAR211A.BA0782,Movement: Automatic - Case Size: 39 mm - Case Material: Steel - Bracelet Material: Steel - Color: Black - Condition: Unworn - Year: 2015,1267.00,1686,,
2975,,Cisco SG350-10P 10-Port Gigabit PoE Managed Switch,"Easy-to-Use Managed Switches That Provide the Ideal Combination of Features and Affordability To stay ahead in a competitive marketplace, businesses need to make every dollar count. That means getting the most value from your technology investments, but it also means making sure that employees have fast, reliable access to the business tools and information they need. Every minute an employee waits for an unresponsive application and every minute your network is down has an effect on your profits. The importance of maintaining a strong and dependable business network only grows as your business adds more employees, applications, and network complexity.General Information Manufacturer: Cisco Systems, Inc Manufacturer Part Number: SG350-10P-K9-NA Brand Name: Cisco Product Series: 350 Product Model: SG350-10P Product Name: SG350-10P 10-Port Gigabit PoE Managed Switch Product Type: Ethernet Switch Interfaces/Ports Total Number of Network Ports: 10 Uplink Port: Yes Modular: Yes Stack Port: No Port/Expansion Slot Details: 10 x Gigabit Ethernet Network, 2 x Gigabit Ethernet Expansion Slot Media & Performance Media Type Supported: Optical Fiber, Twisted Pair Ethernet Technology: Gigabit Ethernet Network Technology: 10/100/1000Base-TX, 1000Base-X I/O Expansions Number of Total Expansion Slots: 2 Expansion Slot Type: SFP Shared SFP Slot: Yes Number of SFP Slots: 2 Network & Communication Layer Supported: 3 Management & Protocols Manageable: Yes Power Description Power Source: Power Supply Redundant Power Supply Supported: No Physical Characteristics Form Factor: Desktop Height: 1.5\"" Width: 11\"" Depth: 6.7\"" Weight (Approximate): 2.62 lb Miscellaneous Package Contents: SG350-10P 10-Port Gigabit PoE Managed Switch Power Cord Mounting Kit Console Cable Quick Start Guide Warranty Limited Warranty: Lifetime",335.32,1687,,
2976,REMO,Remo Coated Ambassador 14 Inch Drum Head Skin BA-0114,,29.20,1688,,
2977,TP-Link,TP-Link EAP110 300Mbps Wireless N Ceiling Mount Access Point,TP-Link EAP110 300Mbps Wireless N Ceiling Mount Access Point – PC Case Gear – Australia’s Premier Online PC Store.,65,1689,,
2978,,"1TB, PCIe Gen3x4 Gaming SSD 3D NAND XPG GAMMIX S11 PRO",No product information available.,121.27,1690,,
2979,,Ubiquiti Networks UAP-AC-M-PRO 1300Mbit/s Power over Ethernet (PoE) Wit WLAN toegangspunt,"Scalable Enterprise Wi-Fi ManagementUniFi is the revolutionary Wi-Fi system that combines enterprise performance, unlimited scalability, and a central management controller. The UniFi AC Mesh APs have a refined industrial design and can be easily installed using the included mounting hardware.Easily accessible through any standard web browser, the UniFi Controller software is a powerful software engine ideal for high-density client deployments requiring low latency and high uptime performance.Use the UniFi Controller software to quickly configure and administer an enterprise Wi-Fi network – no special training required. RF map and performance features, real-time status, automatic UAP device detection, and advanced security options are all seamlessly integrated.FeaturesSave money and save time UniFi comes bundled with a non-dedicated software controller that can be deployed on an on-site PC, Mac, or Linux machine; in a private cloud; or using a public cloud service. You also have the option of using the UniFi Cloud Key with built-in software.Powerful HardwareThe UniFi AC Mesh APs feature Wi-Fi 802.11AC with Plug & Play Mesh technology.Intuitive UniFi Controller Software Configure and manage your APs with the easy-to-learn user interface.Expandable Unlimited scalability: build wireless networks as big or small as needed. Start with one and expand to thousands while maintaining a single unified management system.",1.00895E3,1691,,
2980,,Epson Premium Gloss Photo A3 (20 sheets) 255 GSM Printer Ink Cartridges C13S041315,Epson Premium Gloss Photo A3 (20 sheets) 255 GSM Printer Ink Cartridges C13S041315. A3 Premium Glossy. Epson. C13S041315. 010343819788,34.99,1692,,
2981,Corsair,"Crystal 570X RGB Mirror Black Tempered Glass, Premium ATX Mid Tower Case","ATX (And Below), 4 Mirrored Tempered Glass Panels, Watercooling Support, GPU up to 370mm, CPU up to 170mm",227.26,1693,,
2982,,DJI Drone Camera CP.BX.00000028.01 Zenmuse X7 (Lens Excluded) Retail,The Zenmuse X7 is a compact Super 35 camera with an integrated gimbal made for high-end filmmaking that delivers stunning resolution and image quality. Its compatibility with the Inspire 2 offers the best in next-level professional aerial cinematography. A 24 MP CMOS sensor rated at 14 stops of dyna,2899.00,1694,,
